timestamps,open,high,low,close,volume,amount
2025-08-20 14:30:00,23030.14,23043.41,22970.54,22992.54,15248.0,350590249.92
2025-08-20 15:00:00,22992.71,23159.92,22981.62,23157.71,9557.0,221318234.47
2025-08-20 15:30:00,23157.29,23197.68,23090.02,23107.77,9186.0,212267975.22
2025-08-20 16:00:00,23107.52,23239.39,23105.01,23233.8,7494.0,174114097.2
2025-08-20 16:30:00,23233.54,23234.18,23153.06,23167.51,7146.0,165555026.45999998
2025-08-20 17:00:00,23167.93,23210.19,23159.52,23182.21,7328.0,169879234.88
2025-08-20 17:30:00,23182.2,23251.4,23181.03,23200.97,6273.0,145539684.81
2025-08-20 18:00:00,23200.64,23207.56,23128.47,23147.58,10239.0,237008071.62
2025-08-20 18:30:00,23147.31,23217.44,23145.84,23181.02,6044.0,140106084.88
2025-08-20 19:00:00,23181.45,23289.69,23181.45,23258.18,5737.0,133432178.66
2025-08-20 19:30:00,23257.79,23305.43,23251.28,23262.03,6620.0,153994638.6
2025-08-20 20:00:00,23262.44,23267.93,23244.29,23248.21,2061.0,47914560.809999995
2025-08-20 20:30:00,23248.01,23256.96,23246.09,23256.33,901.0,20953953.330000002
2025-08-20 22:00:00,23259.17,23278.14,23249.99,23270.75,2331.0,54244118.25
2025-08-20 22:30:00,23270.46,23273.88,23249.56,23255.57,1509.0,35092655.13
2025-08-20 23:00:00,23255.62,23265.6,23243.96,23251.62,1343.0,31226925.66
2025-08-20 23:30:00,23251.35,23258.41,23241.9,23255.08,1437.0,33417549.96
2025-08-21 00:00:00,23255.45,23259.33,23204.84,23221.67,2631.0,61096213.769999996
2025-08-21 00:30:00,23221.72,23247.5,23213.69,23228.04,2083.0,48384007.32
2025-08-21 01:00:00,23227.71,23233.76,23203.51,23230.48,2726.0,63326288.48
2025-08-21 01:30:00,23230.16,23292.84,23230.16,23290.45,2026.0,47186451.7
2025-08-21 02:00:00,23290.23,23303.2,23277.37,23297.98,1857.0,43264348.86
2025-08-21 02:30:00,23297.91,23301.81,23283.48,23288.77,1106.0,25757379.62
2025-08-21 03:00:00,23288.71,23294.6,23271.71,23282.94,1039.0,24190974.66
2025-08-21 03:30:00,23283.22,23289.97,23276.37,23276.52,1023.0,23811879.96
2025-08-21 04:00:00,23276.45,23278.95,23267.97,23270.86,1033.0,24038798.38
2025-08-21 04:30:00,23270.87,23281.96,23265.83,23275.98,972.0,22624252.56
2025-08-21 05:00:00,23276.17,23284.65,23254.02,23254.88,1708.0,39719335.04
2025-08-21 05:30:00,23254.88,23276.86,23247.54,23276.86,1477.0,34379922.22
2025-08-21 06:00:00,23276.87,23304.2,23266.3,23288.97,1978.0,46065582.660000004
2025-08-21 06:30:00,23288.48,23302.66,23283.28,23291.49,1697.0,39525658.53
2025-08-21 07:00:00,23291.29,23295.38,23258.56,23265.73,3145.0,73170720.85
2025-08-21 07:30:00,23265.79,23287.7,23263.18,23278.79,2231.0,51934980.49
2025-08-21 08:00:00,23278.46,23292.64,23253.17,23278.83,2730.0,63551205.900000006
2025-08-21 08:30:00,23278.64,23286.06,23232.42,23233.46,2344.0,54459230.239999995
2025-08-21 09:00:00,23233.45,23256.98,23225.45,23254.56,2384.0,55438871.04000001
2025-08-21 09:30:00,23254.18,23263.79,23236.28,23237.96,1579.0,36692738.839999996
2025-08-21 10:00:00,23238.21,23245.89,23207.06,23236.34,2696.0,62645172.64
