<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.01	19:30:00	71610.57	71663.08	71495.83	71586.86	2167	0	1400
2026.06.01	20:00:00	71586.86	71693.23	71505.49	71602.43	1880	0	1400
2026.06.01	20:30:00	71602.42	71668.65	71404.99	71445.10	1852	0	1400
2026.06.01	21:00:00	71445.01	71445.03	71070.79	71146.10	2239	0	1400
2026.06.01	21:30:00	71147.25	71160.12	70930.70	71029.32	2202	0	1400
2026.06.01	22:00:00	71027.61	71337.43	70829.29	71274.25	2380	0	1400
2026.06.01	22:30:00	71274.35	71462.96	71071.41	71397.27	2262	0	1400
2026.06.01	23:00:00	71396.82	71476.60	71235.29	71235.29	2042	0	1400
2026.06.01	23:30:00	71235.37	71580.48	71215.92	71403.91	2112	0	1400
2026.06.02	00:00:00	71410.98	71414.24	71136.61	71228.95	2315	0	1400
2026.06.02	00:30:00	71232.25	71303.14	71084.98	71288.71	2079	0	1400
2026.06.02	01:00:00	71288.69	71376.27	71193.02	71210.88	2318	0	1400
2026.06.02	01:30:00	71210.83	71232.04	70584.84	70651.21	2965	0	1400
2026.06.02	02:00:00	70647.23	70822.42	70073.00	70793.16	4649	0	1400
2026.06.02	02:30:00	70793.25	70876.26	70566.97	70840.82	2626	0	1400
2026.06.02	03:00:00	70840.87	71043.67	70785.75	70948.15	2363	0	1400
2026.06.02	03:30:00	70953.35	71018.60	70895.10	70939.55	2049	0	1400
2026.06.02	04:00:00	70939.53	71017.83	70706.96	70957.25	2259	0	1400
2026.06.02	04:30:00	70957.27	71045.85	70749.09	70806.23	2039	0	1400
2026.06.02	05:00:00	70806.23	70843.35	70569.04	70591.06	2455	0	1400
2026.06.02	05:30:00	70591.06	70721.98	70249.83	70258.94	2860	0	1400
2026.06.02	06:00:00	70258.94	70442.49	70215.23	70359.54	2377	0	1400
