<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.26	20:30:00	22465.76	22476.16	22462.79	22472.07	1070	0	189
2025.06.26	22:00:00	22479.77	22511.88	22470.64	22502.69	2260	0	196
2025.06.26	22:30:00	22502.42	22506.14	22495.71	22497.40	998	0	192
2025.06.26	23:00:00	22497.62	22502.43	22473.44	22488.10	1310	0	193
2025.06.26	23:30:00	22487.92	22489.35	22472.66	22479.99	1106	0	194
2025.06.27	00:00:00	22480.69	22493.54	22472.24	22487.83	1972	0	195
2025.06.27	00:30:00	22488.04	22488.32	22468.46	22469.93	1230	0	194
2025.06.27	01:00:00	22469.67	22476.89	22466.82	22475.85	1055	0	192
2025.06.27	01:30:00	22476.06	22492.46	22463.70	22483.60	1165	0	192
2025.06.27	02:00:00	22483.41	22499.07	22479.05	22496.61	898	0	193
2025.06.27	02:30:00	22496.38	22499.28	22487.12	22498.36	766	0	190
2025.06.27	03:00:00	22498.24	22507.91	22498.17	22502.96	817	0	191
2025.06.27	03:30:00	22502.92	22510.06	22493.43	22496.18	778	0	192
2025.06.27	04:00:00	22496.51	22497.69	22488.12	22493.08	599	0	191
2025.06.27	04:30:00	22492.76	22499.45	22488.87	22489.70	607	0	192
2025.06.27	05:00:00	22489.64	22502.10	22489.45	22498.41	754	0	191
2025.06.27	05:30:00	22498.63	22518.36	22498.42	22510.45	972	0	192
2025.06.27	06:00:00	22510.72	22530.17	22508.44	22526.26	1144	0	192
2025.06.27	06:30:00	22526.60	22546.29	22526.41	22537.04	1494	0	195
2025.06.27	07:00:00	22536.71	22560.31	22525.91	22552.81	1826	0	195
2025.06.27	07:30:00	22552.65	22552.91	22527.97	22536.37	1549	0	194
2025.06.27	08:00:00	22536.59	22549.09	22524.94	22534.84	1713	0	196
2025.06.27	08:30:00	22534.65	22551.13	22533.60	22548.25	1135	0	193
2025.06.27	09:00:00	22548.62	22551.63	22531.00	22539.10	1073	0	191
2025.06.27	09:30:00	22538.92	22545.73	22532.93	22545.73	1020	0	191
2025.06.27	10:00:00	22545.91	22548.90	22527.14	22533.84	1209	0	191
2025.06.27	10:30:00	22533.64	22537.59	22529.14	22535.91	868	0	192
2025.06.27	11:00:00	22535.48	22565.66	22533.90	22560.44	1305	0	192
2025.06.27	11:30:00	22560.71	22580.45	22559.12	22579.89	1270	0	190
2025.06.27	12:00:00	22580.38	22587.86	22551.02	22569.74	1821	0	187
2025.06.27	12:30:00	22569.20	22570.55	22525.43	22532.48	3164	0	193
2025.06.27	13:00:00	22532.20	22534.63	22505.12	22508.22	2529	0	191
2025.06.27	13:30:00	22507.93	22570.89	22487.75	22565.40	9331	0	185
2025.06.27	14:00:00	22567.07	22622.35	22567.07	22581.46	5524	0	185
2025.06.27	14:30:00	22581.79	22612.50	22549.64	22560.45	6001	0	188
2025.06.27	15:00:00	22560.87	22593.40	22547.75	22593.40	4068	0	185
2025.06.27	15:30:00	22593.64	22621.36	22590.90	22610.90	3196	0	186
2025.06.27	16:00:00	22610.69	22611.12	22577.72	22596.65	3059	0	186
2025.06.27	16:30:00	22596.24	22598.53	22569.20	22594.64	3002	0	187
2025.06.27	17:00:00	22594.25	22597.40	22565.96	22571.91	3041	0	186
2025.06.27	17:30:00	22572.15	22580.65	22498.19	22536.98	8827	0	187
2025.06.27	18:00:00	22536.70	22542.63	22468.93	22469.24	7258	0	189
2025.06.27	18:30:00	22468.94	22478.37	22401.45	22411.20	11247	0	190
2025.06.27	19:00:00	22411.62	22486.11	22406.49	22470.60	6223	0	186
2025.06.27	19:30:00	22471.07	22559.65	22471.07	22551.00	7417	0	187
2025.06.27	20:00:00	22551.26	22551.88	22528.67	22538.11	3377	0	189
2025.06.27	20:30:00	22538.11	22548.43	22527.89	22544.68	1284	0	189
2025.06.29	22:00:00	22561.13	22614.55	22561.13	22614.06	2630	0	196
2025.06.29	22:30:00	22613.80	22647.57	22608.19	22623.61	1771	0	198
2025.06.29	23:00:00	22623.57	22652.09	22621.92	22637.64	1587	0	196
2025.06.29	23:30:00	22637.71	22638.80	22612.97	22621.85	1683	0	196
2025.06.30	00:00:00	22622.11	22635.93	22609.79	22633.39	1924	0	195
2025.06.30	00:30:00	22633.15	22646.39	22631.28	22638.19	1191	0	196
2025.06.30	01:00:00	22637.91	22638.05	22621.69	22629.13	1164	0	194
2025.06.30	01:30:00	22628.94	22640.36	22617.43	22627.33	1313	0	193
2025.06.30	02:00:00	22627.43	22652.84	22624.20	22639.58	1174	0	195
2025.06.30	02:30:00	22639.21	22677.80	22637.94	22665.85	1314	0	194
2025.06.30	03:00:00	22665.66	22676.79	22662.15	22671.34	896	0	195
